"Item","Location","Status","LifeCycle","TrendNPI","TrendCORE","TrendEOL","DateNPI","DateCORE","DateEOL","SafetyStockType","InitialSafetyStockValue"
"MECLC0001","AMERA001","Active","EOL","Seasonal01","Intermitent","Slope01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","69"
"MECLC0001","AMERA002","Active","EOL","Combined01","Intermitent","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","33"
"MECLC0001","AMERC002","Active","Core","Intermitent","Combined01","Intermitent","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","60"
"MECLC0001","AMERC003","Active","EOL","Combined01","Combined01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","72"
"MECLC0001","AMERD0000003","Active","EOL","Intermitent","Slope01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","91"
"MECLC0001","AMERD0000009","Active","NPI","Combined01","Combined01","Seasonal01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","11"
"MECLC0001","AMERD0000013","Active","NPI","Seasonal01","Combined01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","54"
"MECLC0001","AMERD0000014","Inactive","EOL","Seasonal01","Combined01","Seasonal01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","50"
"MECLC0001","AMERD0000015","Inactive","NPI","Combined01","Slope01","Seasonal01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","47"
"MECLC0001","EMEAA002","Inactive","EOL","Combined01","Seasonal01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","51"
"MECLC0001","EMEAA003","Active","EOL","Combined01","Slope01","Intermitent","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","31"
"MECLC0001","EMEAB00002","Active","EOL","Slope01","Slope01","Slope01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","23"
"MECLC0001","EMEAB00003","Active","NPI","Slope01","Combined01","Seasonal01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","47"
"MECLC0001","EMEAB00004","Active","EOL","Combined01","Combined01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","88"
"MECLC0001","EMEAC001","Active","EOL","Combined01","Slope01","Intermitent","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","21"
"MECLC0001","EMEAD0001","Active","Core","Slope01","Combined01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","13"
"MECLC0001","APACB000001","Active","NPI","Seasonal01","Combined01","Seasonal01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","92"
"MECLC0001","APACB000002","Active","EOL","Combined01","Combined01","Seasonal01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","84"
"MECLC0001","APACB000003","Active","Core","Combined01","Combined01","Slope01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","18"
"MECLC0002","AMERC002","Inactive","EOL","Combined01","Combined01","Combined01","2018-01-01","2019-01-01","2025-01-01","Rolling_6-Period_Average","4"
