"Business","Brand","Product_Family","Item","DemandType"
"MyElectricCo","LongLaster","Computers","MECLC0001"
"MyElectricCo","LongLaster","Computers","MECLC0002"
"MyElectricCo","LongLaster","Computers","MECLC0003"
"MyElectricCo","LongLaster","Computers","MECLC0004"
"MyElectricCo","LongLaster","Computers","MECLC0005"
"MyElectricCo","LongLaster","Computers","MECLC0006"
"MyElectricCo","LongLaster","Computers","MECLC0007"
"MyElectricCo","LongLaster","Computers","MECLC0008"
"MyElectricCo","LongLaster","Accessories","MECLA00001"
"MyElectricCo","LongLaster","Accessories","MECLA00002"
"MyElectricCo","LongLaster","Accessories","MECLA00003"
"MyElectricCo","LongLaster","Accessories","MECLA00004"
"MyElectricCo","LongLaster","Accessories","MECLA00005"
"MyElectricCo","LongLaster","Accessories","MECLA00006"
"MyElectricCo","LongLaster","Accessories","MECLA00007"
"MyElectricCo","AffordoTech","Computers","MECAC001"
"MyElectricCo","AffordoTech","Accessories","MECAA001"
"MyElectricCo","AffordoTech","Accessories","MECAA002"
"MyElectricCo","AffordoTech","Accessories","MECAA003"
"MyElectricCo","AffordoTech","Accessories","MECAA004"
"MyElectricCo","AffordoTech","Accessories","MECAA005"
"MyElectricCo","AffordoTech","Accessories","MECAA006"
"MyElectricCo","AffordoTech","Accessories","MECAA007"
"MyElectricCo","AffordoTech","Accessories","MECAA008"
"MyElectricCo","AffordoTech","Accessories","MECAA009"
"MyElectricCo","AffordoTech","Accessories","MECAA010"
"MyElectricCo","AffordoTech","Accessories","MECAA011"
"MyElectricCo","AffordoTech","Toys","MECAT0000001"
"MyApparelCo","ForHim","Pants","MACMP001"
"MyApparelCo","ForHim","Pants","MACMP002"
"MyApparelCo","ForHim","Pants","MACMP003"
"MyApparelCo","ForHim","Pants","MACMP004"
"MyApparelCo","ForHim","Shirts","MACMS001"
"MyApparelCo","ForHim","Shirts","MACMS002"
"MyApparelCo","ForHim","Shirts","MACMS003"
"MyApparelCo","ForHim","Shirts","MACMS004"
"MyApparelCo","ForHim","Shirts","MACMS005"
"MyApparelCo","ForHer","Pants","MACFP001"
"MyApparelCo","ForHer","Pants","MACFP002"
"MyApparelCo","ForHer","Shirts","MACFS001"
"MyApparelCo","ForHer","Dresses","MACFD001"
"MyApparelCo","ForHer","Dresses","MACFD002"
"MyApparelCo","ForHer","Dresses","MACFD003"
"MyApparelCo","ForHer","Dresses","MACFD004"
"MyApparelCo","ForHer","Dresses","MACFD005"
"MyApparelCo","ForHer","Dresses","MACFD006"
